app_id,monetization_type,total_revenue_usd,arpu_usd,ltv_usd,conversion_rate_pct,ad_impressions,ad_revenue_usd,subscription_active_users,subscription_tier,iap_category,report_month
APP_097470,Subscription,859272.58,0.3089,1.6,7.05,0,0.0,132649,Enterprise,N/A,2024-06
APP_038522,Freemium,1452.06,0.167,1.48,2.84,2804,486.19,0,N/A,Extra Features,2024-02
APP_025586,Free,218.69,0.001,0.01,0.0,0,0.0,0,N/A,N/A,2024-06
APP_001790,Subscription,7915.63,0.3706,3.7,0.64,0,0.0,754,Standard,N/A,2024-06
APP_019295,Free with Ads,578.93,0.0161,0.17,0.0,1641,90.93,0,N/A,N/A,2025-02
APP_055127,Free with Ads,1338.8,0.018,0.15,0.0,2896,426.15,0,N/A,N/A,2023-06
APP_067504,Free with Ads,101.2,0.0217,0.2,0.0,1691,50.24,0,N/A,N/A,2025-04
APP_033474,Freemium,221640.59,0.1449,1.59,1.16,679772,118185.32,0,N/A,Themes,2024-07
APP_033458,Freemium,10001.74,0.4865,3.18,5.74,6834,1182.48,0,N/A,Gems,2025-01
APP_032997,Free,490.67,0.003,0.02,0.0,0,0.0,0,N/A,N/A,2025-06
APP_079346,Subscription,52788949.21,0.8201,8.11,14.3,0,0.0,1561707,Standard,N/A,2024-12
APP_064727,Freemium,6730.96,0.5416,6.34,9.2,2267,2770.13,0,N/A,Ad Removal,2023-02
APP_001119,Freemium,236.84,0.0138,0.07,10.47,2443,25.97,0,N/A,Ad Removal,2025-06
APP_003511,Free,8.2,0.0005,0.0,0.0,0,0.0,0,N/A,N/A,2023-01
APP_037466,Free,240.52,0.0023,0.01,0.0,0,0.0,0,N/A,N/A,2024-09
APP_006669,Free with Ads,1132.33,0.0127,0.11,0.0,26935,38.06,0,N/A,N/A,2026-02
APP_030947,Free,0.15,0.0008,0.01,0.0,0,0.0,0,N/A,N/A,2024-12
APP_018746,Freemium,681.87,0.5416,1.98,3.31,535,65.68,0,N/A,Subscription Trial,2024-05
APP_019772,Free,4983.65,0.0048,0.04,0.0,0,0.0,0,N/A,N/A,2023-10
APP_067106,Free with Ads,126.78,0.0246,0.09,0.0,861,19.82,0,N/A,N/A,2025-10
APP_065239,Subscription,111424.68,1.0595,11.69,13.83,0,0.0,3974,Enterprise,N/A,2025-03
APP_093209,Paid,92518.79,4.7555,21.09,0.0,0,0.0,0,N/A,N/A,2024-07
APP_072706,Freemium,383.57,0.0798,0.33,9.53,2161,3.0,0,N/A,Subscription Trial,2023-09
APP_079795,Subscription,16636.21,2.7362,16.32,3.49,0,0.0,75,Basic,N/A,2024-09
APP_097197,Subscription,2141.77,2.7888,19.2,2.89,0,0.0,35,Premium,N/A,2025-10
APP_036750,Free,8.13,0.0004,0.0,0.0,0,0.0,0,N/A,N/A,2024-03
APP_019601,Free,110.49,0.0042,0.05,0.0,0,0.0,0,N/A,N/A,2024-05
APP_092144,Free,63.95,0.0039,0.03,0.0,0,0.0,0,N/A,N/A,2024-05
APP_045911,Free with Ads,587.53,0.0294,0.27,0.0,5659,28.88,0,N/A,N/A,2023-11
APP_011135,Free,1202.46,0.002,0.02,0.0,0,0.0,0,N/A,N/A,2024-02
APP_096678,Free,48.86,0.0046,0.02,0.0,0,0.0,0,N/A,N/A,2025-08
APP_014759,Freemium,93.86,0.4534,4.17,12.88,10,33.81,0,N/A,Coins,2024-05
APP_097721,Free with Ads,275.85,0.0191,0.11,0.0,5182,24.21,0,N/A,N/A,2026-02
APP_064455,Free with Ads,138.64,0.022,0.14,0.0,139,24.39,0,N/A,N/A,2023-12
APP_085746,Free,15.49,0.0041,0.03,0.0,0,0.0,0,N/A,N/A,2025-06
APP_021563,Free,1.88,0.0005,0.0,0.0,0,0.0,0,N/A,N/A,2023-12
APP_073192,Freemium,35866.9,0.3782,3.27,12.39,35768,9966.77,0,N/A,Ad Removal,2024-02
APP_011993,Paid,39781.65,3.468,38.11,0.0,0,0.0,0,N/A,N/A,2023-12
APP_074484,Paid,60350.69,1.2014,5.51,0.0,0,0.0,0,N/A,N/A,2023-02
APP_022783,Freemium,55368.3,0.3715,1.2,4.25,50360,30037.01,0,N/A,Subscription Trial,2025-11
APP_059578,Free,1.05,0.0007,0.01,0.0,0,0.0,0,N/A,N/A,2024-12
APP_009789,Freemium,7288.32,0.3932,2.37,6.02,2370,2154.02,0,N/A,Coins,2024-09
APP_091799,Free,6.77,0.0044,0.02,0.0,0,0.0,0,N/A,N/A,2024-09
APP_086157,Freemium,2910.02,0.1633,1.96,8.93,2091,1579.12,0,N/A,Themes,2024-11
APP_024455,Free,0.92,0.0031,0.01,0.0,0,0.0,0,N/A,N/A,2025-12
APP_070200,Free,96.5,0.0018,0.02,0.0,0,0.0,0,N/A,N/A,2025-04
APP_063176,Freemium,45995.38,0.4945,4.41,7.14,7281,3588.91,0,N/A,Gems,2025-03
APP_054310,Free with Ads,97.08,0.013,0.07,0.0,1843,33.08,0,N/A,N/A,2024-06
APP_034543,Freemium,106.86,0.383,1.35,9.23,17,63.92,0,N/A,Coins,2025-05
APP_038711,Free with Ads,4450.07,0.013,0.14,0.0,13505,1205.96,0,N/A,N/A,2023-04
APP_012133,Freemium,192779.19,0.3168,2.17,10.78,9538,103589.37,0,N/A,Subscription Trial,2025-01
APP_044264,Free,2.05,0.0003,0.0,0.0,0,0.0,0,N/A,N/A,2026-03
APP_083093,Subscription,395.81,0.54,2.64,5.59,0,0.0,34,Premium,N/A,2023-12
APP_092192,Free,80.74,0.0016,0.01,0.0,0,0.0,0,N/A,N/A,2023-07
APP_069548,Subscription,19302175.9,2.1305,23.26,9.85,0,0.0,2292,Enterprise,N/A,2024-12
APP_094100,Subscription,20011.96,0.7044,3.59,14.37,0,0.0,813,Basic,N/A,2025-01
APP_043538,Free,77.78,0.0036,0.01,0.0,0,0.0,0,N/A,N/A,2026-04
APP_096996,Free,9.88,0.0022,0.01,0.0,0,0.0,0,N/A,N/A,2025-08
APP_071760,Freemium,14018.91,0.271,2.77,7.33,23708,47.6,0,N/A,Subscription Trial,2023-02
APP_056795,Free,167.39,0.0031,0.03,0.0,0,0.0,0,N/A,N/A,2024-11
APP_061522,Free with Ads,144.2,0.0124,0.12,0.0,2271,24.36,0,N/A,N/A,2025-12
APP_099204,Free,508.85,0.0027,0.01,0.0,0,0.0,0,N/A,N/A,2026-04
APP_073293,Free with Ads,344.29,0.0024,0.01,0.0,16766,85.51,0,N/A,N/A,2025-03
APP_072745,Freemium,101613.26,0.0287,0.24,13.9,85135,13576.44,0,N/A,Themes,2024-06
APP_038967,Free with Ads,24026.07,0.0133,0.14,0.0,522528,11766.26,0,N/A,N/A,2023-10
APP_034194,Subscription,283.49,0.6815,7.2,6.88,0,0.0,19,Standard,N/A,2023-07
APP_083269,Free,578.0,0.0027,0.01,0.0,0,0.0,0,N/A,N/A,2025-11
APP_005536,Paid,16008.1,1.7059,16.15,0.0,0,0.0,0,N/A,N/A,2025-04
APP_051766,Freemium,32132.1,0.4512,3.08,6.9,14929,13838.53,0,N/A,Ad Removal,2025-07
APP_027100,Freemium,601396.33,0.5059,4.58,8.7,2739,78742.22,0,N/A,Gems,2025-08
APP_041729,Free,0.64,0.0021,0.02,0.0,0,0.0,0,N/A,N/A,2025-07
APP_043383,Freemium,26586.99,0.1132,0.49,7.46,59713,5081.97,0,N/A,Ad Removal,2025-08
APP_090288,Free,367.88,0.0031,0.04,0.0,0,0.0,0,N/A,N/A,2023-07
APP_052382,Paid,29059.52,4.3877,37.09,0.0,0,0.0,0,N/A,N/A,2023-04
APP_083377,Subscription,116670.31,1.7927,19.38,3.8,0,0.0,3038,Standard,N/A,2025-08
APP_081073,Free,188.63,0.0025,0.01,0.0,0,0.0,0,N/A,N/A,2025-08
APP_099377,Free with Ads,1608.97,0.0143,0.06,0.0,15357,552.32,0,N/A,N/A,2024-03
APP_062526,Freemium,1552.95,0.3391,2.29,11.96,283,827.8,0,N/A,Gems,2025-10
APP_045997,Free with Ads,36.81,0.0289,0.27,0.0,278,11.12,0,N/A,N/A,2023-07
APP_040361,Freemium,51514.07,0.5427,2.02,1.96,12869,4514.94,0,N/A,Subscription Trial,2024-10
APP_006721,Freemium,44.15,0.3449,3.14,1.93,53,19.61,0,N/A,Subscription Trial,2025-07
APP_056283,Freemium,7973.53,0.0551,0.56,3.78,14429,4327.08,0,N/A,Gems,2025-08
APP_064213,Free,102.06,0.0017,0.02,0.0,0,0.0,0,N/A,N/A,2025-11
APP_048111,Free with Ads,93765.56,0.0136,0.15,0.0,1837377,28669.23,0,N/A,N/A,2023-06
APP_034689,Free,122.67,0.0017,0.02,0.0,0,0.0,0,N/A,N/A,2023-11
APP_056173,Free with Ads,363008.0,0.0091,0.03,0.0,14626326,205375.53,0,N/A,N/A,2024-01
APP_043607,Freemium,933.9,0.1849,1.95,13.66,1885,388.44,0,N/A,Extra Features,2023-12
APP_033542,Subscription,37557.01,1.7812,6.26,7.23,0,0.0,75,Standard,N/A,2025-03
APP_051391,Free with Ads,2100.07,0.0168,0.11,0.0,19971,4.02,0,N/A,N/A,2025-01
APP_065275,Free with Ads,35.4,0.0299,0.25,0.0,484,3.05,0,N/A,N/A,2024-10
APP_040493,Freemium,230.35,0.209,2.26,10.94,97,99.45,0,N/A,Subscription Trial,2024-09
APP_080454,Freemium,8718.26,0.5497,3.25,2.33,5797,711.34,0,N/A,Coins,2024-07
APP_073863,Free with Ads,2580.83,0.0286,0.34,0.0,36992,775.42,0,N/A,N/A,2025-08
APP_027425,Freemium,367561.69,0.3528,3.66,1.74,162717,200856.92,0,N/A,Coins,2023-12
APP_025044,Subscription,54011.0,0.9356,9.35,13.27,0,0.0,1802,Enterprise,N/A,2023-06
APP_061056,Free,16.65,0.0019,0.01,0.0,0,0.0,0,N/A,N/A,2024-05
APP_021180,Paid,289672.83,2.9434,34.42,0.0,0,0.0,0,N/A,N/A,2025-06
APP_002633,Free with Ads,206.02,0.0194,0.07,0.0,1284,96.73,0,N/A,N/A,2024-11
APP_024277,Freemium,15.53,0.3982,2.62,13.26,12,7.72,0,N/A,Gems,2026-02
APP_005016,Free,0.37,0.0004,0.0,0.0,0,0.0,0,N/A,N/A,2024-01
APP_063642,Freemium,2299.43,0.143,1.54,12.05,6560,685.71,0,N/A,Coins,2025-01
APP_073797,Freemium,1754.54,0.1651,0.58,5.28,1027,606.73,0,N/A,Extra Features,2023-11
APP_093657,Subscription,1970.97,1.3344,12.57,5.81,0,0.0,41,Premium,N/A,2024-11
APP_029365,Freemium,157.91,0.0788,0.57,2.35,962,83.28,0,N/A,Subscription Trial,2026-01
APP_074054,Free,1.44,0.0035,0.04,0.0,0,0.0,0,N/A,N/A,2024-12
APP_014696,Free,1.08,0.0042,0.02,0.0,0,0.0,0,N/A,N/A,2025-01
APP_015487,Paid,101345.14,3.7143,37.47,0.0,0,0.0,0,N/A,N/A,2024-04
APP_011329,Free,0.04,0.004,0.04,0.0,0,0.0,0,N/A,N/A,2023-02
APP_046382,Freemium,24539.31,0.3653,1.83,8.65,22900,14669.65,0,N/A,Subscription Trial,2023-06
APP_012271,Free,102.2,0.0025,0.01,0.0,0,0.0,0,N/A,N/A,2023-06
APP_085335,Free,145.86,0.0021,0.01,0.0,0,0.0,0,N/A,N/A,2024-10
APP_054701,Free,24.12,0.0032,0.02,0.0,0,0.0,0,N/A,N/A,2024-01
APP_057730,Freemium,2159.97,0.3723,2.33,2.78,505,190.2,0,N/A,Gems,2025-05
APP_038279,Free,18.76,0.0034,0.02,0.0,0,0.0,0,N/A,N/A,2024-11
APP_039653,Free,15.71,0.0035,0.04,0.0,0,0.0,0,N/A,N/A,2025-09
APP_079336,Paid,20500.57,2.0535,17.58,0.0,0,0.0,0,N/A,N/A,2025-04
APP_005904,Paid,427135.01,1.4913,17.82,0.0,0,0.0,0,N/A,N/A,2024-10
APP_090168,Free with Ads,742.79,0.028,0.18,0.0,9672,78.14,0,N/A,N/A,2025-08
APP_027411,Free,1239.44,0.0041,0.03,0.0,0,0.0,0,N/A,N/A,2026-01
APP_071949,Free with Ads,99.97,0.0067,0.05,0.0,235,25.22,0,N/A,N/A,2026-04
APP_047473,Free with Ads,714.02,0.0016,0.01,0.0,54731,231.79,0,N/A,N/A,2023-02
APP_063648,Free,125.95,0.0046,0.05,0.0,0,0.0,0,N/A,N/A,2024-06
APP_067809,Free,2.28,0.0013,0.01,0.0,0,0.0,0,N/A,N/A,2025-07
APP_014400,Freemium,3526.31,0.1582,1.1,8.32,225,1751.37,0,N/A,Extra Features,2024-07
APP_017643,Free,8.65,0.0008,0.0,0.0,0,0.0,0,N/A,N/A,2023-01
APP_057795,Freemium,902.18,0.2058,1.34,4.35,1430,335.45,0,N/A,Subscription Trial,2025-06
APP_004979,Free with Ads,2.71,0.0164,0.09,0.0,65,1.34,0,N/A,N/A,2025-10
APP_077757,Freemium,5783.01,0.4073,2.03,8.22,234,144.29,0,N/A,Extra Features,2024-04
APP_019077,Free with Ads,418.27,0.0146,0.1,0.0,11143,134.18,0,N/A,N/A,2025-06
APP_071610,Free with Ads,792674.77,0.024,0.24,0.0,1245829,280558.6,0,N/A,N/A,2023-07
APP_099528,Free with Ads,123134.23,0.0237,0.14,0.0,463683,73798.81,0,N/A,N/A,2026-02
APP_064037,Free with Ads,78.46,0.0057,0.05,0.0,3748,31.47,0,N/A,N/A,2024-04
APP_037554,Freemium,6521.68,0.138,1.03,7.89,19037,212.49,0,N/A,Extra Features,2023-09
APP_088310,Paid,91231.82,5.0089,29.07,0.0,0,0.0,0,N/A,N/A,2025-06
APP_019002,Free,409.84,0.0041,0.04,0.0,0,0.0,0,N/A,N/A,2024-10
APP_055272,Free,0.35,0.0007,0.01,0.0,0,0.0,0,N/A,N/A,2025-07
APP_066420,Freemium,1558.23,0.1102,0.74,7.44,194,451.35,0,N/A,Ad Removal,2023-03
APP_051435,Freemium,1989.29,0.3847,1.22,1.95,1683,679.01,0,N/A,Themes,2024-04
APP_087598,Free with Ads,369.47,0.0046,0.04,0.0,1638,32.71,0,N/A,N/A,2023-04
APP_075440,Subscription,1622.44,3.2449,21.22,10.5,0,0.0,24,Enterprise,N/A,2025-06
APP_063512,Paid,18069.18,1.1831,6.53,0.0,0,0.0,0,N/A,N/A,2023-02
APP_082128,Free with Ads,1547.4,0.012,0.09,0.0,57891,830.18,0,N/A,N/A,2023-01
APP_020447,Free,0.36,0.0016,0.02,0.0,0,0.0,0,N/A,N/A,2025-07
APP_056186,Free with Ads,145.0,0.0201,0.23,0.0,386,36.63,0,N/A,N/A,2023-08
APP_065869,Free,209.6,0.0011,0.01,0.0,0,0.0,0,N/A,N/A,2024-04
APP_031694,Paid,43101.28,5.3682,35.35,0.0,0,0.0,0,N/A,N/A,2023-08
APP_000676,Freemium,1508.41,0.3995,2.97,4.66,970,181.43,0,N/A,Coins,2025-10
APP_082855,Freemium,3118.64,0.4981,4.1,0.7,1211,1513.72,0,N/A,Subscription Trial,2024-11
APP_027432,Freemium,164.72,0.081,0.46,13.96,945,34.34,0,N/A,Ad Removal,2024-04
APP_032010,Subscription,9070.64,1.0524,6.23,6.98,0,0.0,391,Standard,N/A,2023-01
APP_007141,Subscription,3262159.86,1.2965,7.64,14.71,0,0.0,81056,Premium,N/A,2024-10
APP_036425,Paid,242561.31,2.36,19.33,0.0,0,0.0,0,N/A,N/A,2023-01
APP_043831,Freemium,749.38,0.3178,3.64,3.77,806,290.12,0,N/A,Coins,2024-08
APP_099560,Free with Ads,997.02,0.003,0.03,0.0,75108,311.64,0,N/A,N/A,2025-01
APP_089943,Free,48.1,0.0026,0.02,0.0,0,0.0,0,N/A,N/A,2023-05
APP_038141,Paid,2235.3,0.7598,5.57,0.0,0,0.0,0,N/A,N/A,2024-02
APP_096053,Free,50.27,0.0017,0.02,0.0,0,0.0,0,N/A,N/A,2024-05
APP_065788,Subscription,8505.34,0.9682,11.43,6.68,0,0.0,103,Basic,N/A,2025-10
APP_046382,Freemium,25981.49,0.3868,2.36,9.85,30676,3676.58,0,N/A,Coins,2025-08
APP_005438,Subscription,472991.86,2.5645,13.98,2.34,0,0.0,7005,Standard,N/A,2023-03
APP_051818,Free with Ads,207.48,0.0035,0.01,0.0,11059,94.28,0,N/A,N/A,2025-04
APP_080033,Free,3.57,0.0026,0.02,0.0,0,0.0,0,N/A,N/A,2023-10
APP_003038,Free,7254.65,0.0021,0.02,0.0,0,0.0,0,N/A,N/A,2024-08
APP_066542,Freemium,46294.34,0.3416,3.95,3.23,39487,24034.32,0,N/A,Themes,2024-09
APP_049736,Free with Ads,10.41,0.0033,0.01,0.0,1187,5.89,0,N/A,N/A,2024-02
APP_066172,Freemium,23358.02,0.3214,1.97,10.1,8891,11633.47,0,N/A,Extra Features,2025-08
APP_032040,Free with Ads,507.76,0.0199,0.18,0.0,560,178.39,0,N/A,N/A,2023-04
APP_008426,Free with Ads,3308.85,0.0269,0.23,0.0,19491,1523.82,0,N/A,N/A,2025-04
APP_058186,Free with Ads,115.36,0.0161,0.07,0.0,3012,37.13,0,N/A,N/A,2023-05
APP_065770,Freemium,25406.73,0.4337,3.0,14.74,27401,15121.89,0,N/A,Premium Unlock,2025-02
APP_081006,Subscription,8549.65,2.92,21.56,10.04,0,0.0,92,Premium,N/A,2023-02
APP_043401,Free,29.63,0.0035,0.01,0.0,0,0.0,0,N/A,N/A,2025-03
APP_050480,Freemium,2128.05,0.1802,1.8,7.65,5024,1077.35,0,N/A,Extra Features,2025-02
APP_030223,Freemium,112352.42,0.3788,4.53,9.0,4664,54898.34,0,N/A,Ad Removal,2025-11
APP_056198,Free with Ads,61.97,0.0119,0.07,0.0,461,13.42,0,N/A,N/A,2024-05
APP_070553,Freemium,343.53,0.1142,1.06,2.25,893,129.75,0,N/A,Themes,2023-03
APP_099475,Freemium,910.33,0.1078,0.89,7.95,1271,139.75,0,N/A,Extra Features,2025-01
APP_039156,Subscription,322514.11,1.3869,8.82,0.79,0,0.0,7464,Basic,N/A,2023-04
APP_056186,Free with Ads,25.17,0.0035,0.02,0.0,361,4.31,0,N/A,N/A,2024-01
APP_052239,Freemium,1662.09,0.4887,3.05,8.98,39,25.05,0,N/A,Gems,2024-06
APP_090398,Free,1.8,0.0002,0.0,0.0,0,0.0,0,N/A,N/A,2023-11
APP_002043,Free with Ads,3.5,0.0206,0.22,0.0,31,1.04,0,N/A,N/A,2025-01
APP_004142,Paid,45617.21,3.8522,37.23,0.0,0,0.0,0,N/A,N/A,2024-08
APP_094969,Free with Ads,0.23,0.0022,0.02,0.0,0,0.11,0,N/A,N/A,2023-09
APP_026836,Free with Ads,17.15,0.0065,0.08,0.0,938,2.83,0,N/A,N/A,2023-01
APP_012899,Freemium,34473.4,0.4901,2.45,1.5,5651,17031.49,0,N/A,Extra Features,2023-06
APP_060754,Freemium,439982.9,0.1206,1.1,3.24,665722,14848.61,0,N/A,Coins,2024-04
APP_050392,Free,92.77,0.0048,0.06,0.0,0,0.0,0,N/A,N/A,2023-09
APP_004086,Free with Ads,152.67,0.0176,0.16,0.0,911,74.62,0,N/A,N/A,2024-08
APP_014685,Free,12.21,0.0001,0.0,0.0,0,0.0,0,N/A,N/A,2025-10
APP_033742,Paid,647.98,0.325,1.11,0.0,0,0.0,0,N/A,N/A,2026-02
APP_007294,Free with Ads,103.62,0.0234,0.22,0.0,2207,58.52,0,N/A,N/A,2023-07
APP_012263,Free,1.97,0.0024,0.01,0.0,0,0.0,0,N/A,N/A,2023-04
APP_097287,Subscription,107.58,0.8471,5.25,10.47,0,0.0,5,Premium,N/A,2024-01
APP_034331,Free with Ads,118.63,0.0157,0.1,0.0,3306,56.61,0,N/A,N/A,2023-09
APP_082350,Free,11.57,0.0044,0.02,0.0,0,0.0,0,N/A,N/A,2024-05
APP_040232,Free,1.46,0.0043,0.04,0.0,0,0.0,0,N/A,N/A,2023-08
APP_085256,Free,51.37,0.0027,0.03,0.0,0,0.0,0,N/A,N/A,2025-01
APP_083080,Subscription,35092.08,0.6199,5.04,0.94,0,0.0,759,Basic,N/A,2023-11
APP_009538,Free with Ads,4.5,0.0044,0.04,0.0,440,2.27,0,N/A,N/A,2025-12
APP_036233,Subscription,22100.07,0.2516,2.23,1.21,0,0.0,2803,Standard,N/A,2025-12
APP_043658,Free with Ads,19.99,0.0294,0.11,0.0,238,1.63,0,N/A,N/A,2023-05
APP_031673,Subscription,1241.28,0.5866,5.21,6.88,0,0.0,18,Enterprise,N/A,2025-05
APP_032106,Free with Ads,1.34,0.0022,0.02,0.0,121,0.27,0,N/A,N/A,2024-08
APP_082249,Free,7.2,0.0013,0.01,0.0,0,0.0,0,N/A,N/A,2023-12
APP_074486,Subscription,7514.87,1.1198,8.73,12.39,0,0.0,192,Standard,N/A,2024-03
APP_062361,Free with Ads,627.53,0.0249,0.26,0.0,4079,348.47,0,N/A,N/A,2025-11
APP_090463,Paid,889.94,5.2349,45.57,0.0,0,0.0,0,N/A,N/A,2026-03
APP_063011,Free with Ads,30.67,0.0083,0.07,0.0,905,7.58,0,N/A,N/A,2024-11
APP_013157,Free with Ads,21.26,0.0143,0.07,0.0,61,7.58,0,N/A,N/A,2023-06
APP_066359,Free with Ads,40799.67,0.0241,0.24,0.0,179646,9937.27,0,N/A,N/A,2024-08
APP_043380,Freemium,252769.82,0.3544,4.15,13.04,256250,113320.48,0,N/A,Premium Unlock,2023-12
APP_024579,Free,244.31,0.0038,0.04,0.0,0,0.0,0,N/A,N/A,2025-07
APP_091684,Freemium,41073.42,0.3885,4.04,8.06,28156,22649.47,0,N/A,Coins,2025-01
APP_001909,Free,4.55,0.0023,0.02,0.0,0,0.0,0,N/A,N/A,2023-07
APP_046039,Freemium,62616.96,0.2649,0.9,11.6,75852,21178.99,0,N/A,Premium Unlock,2023-05
APP_006345,Freemium,622.28,0.513,6.01,8.44,181,364.12,0,N/A,Extra Features,2023-07
APP_062015,Free,416.56,0.004,0.04,0.0,0,0.0,0,N/A,N/A,2025-10
APP_074296,Free,492.8,0.004,0.04,0.0,0,0.0,0,N/A,N/A,2023-08
APP_044524,Subscription,117456.1,2.764,12.44,0.67,0,0.0,1181,Premium,N/A,2023-12
APP_004985,Free,662.04,0.0028,0.02,0.0,0,0.0,0,N/A,N/A,2023-10
APP_021355,Free with Ads,0.86,0.0032,0.03,0.0,90,0.47,0,N/A,N/A,2024-08
APP_013354,Paid,7156.0,0.738,6.83,0.0,0,0.0,0,N/A,N/A,2023-08
APP_071014,Subscription,5012.49,2.7663,8.49,11.2,0,0.0,88,Enterprise,N/A,2024-05
APP_010666,Paid,7095.17,2.154,15.39,0.0,0,0.0,0,N/A,N/A,2025-02
APP_049675,Free,80.22,0.0026,0.01,0.0,0,0.0,0,N/A,N/A,2024-02
APP_043089,Paid,40.51,4.051,28.4,0.0,0,0.0,0,N/A,N/A,2024-07
APP_017302,Subscription,533938.13,2.1323,19.91,13.28,0,0.0,6931,Basic,N/A,2024-01
APP_074849,Free,0.12,0.0009,0.01,0.0,0,0.0,0,N/A,N/A,2025-12
APP_092104,Free,1458.57,0.0012,0.01,0.0,0,0.0,0,N/A,N/A,2025-08
APP_013181,Freemium,215119.79,0.1345,1.3,11.72,500065,122437.9,0,N/A,Premium Unlock,2024-11
APP_079220,Paid,39506.9,1.9613,11.15,0.0,0,0.0,0,N/A,N/A,2025-11
APP_079925,Free,2.12,0.0046,0.04,0.0,0,0.0,0,N/A,N/A,2024-11
APP_048399,Free with Ads,39.23,0.0207,0.1,0.0,310,19.71,0,N/A,N/A,2024-01
APP_020991,Free with Ads,753.11,0.0082,0.03,0.0,17683,27.08,0,N/A,N/A,2025-07
APP_032261,Freemium,303.82,0.0407,0.32,9.89,1796,60.49,0,N/A,Premium Unlock,2026-02
APP_019028,Freemium,15.02,0.3493,3.78,4.87,6,7.94,0,N/A,Ad Removal,2024-11
APP_030711,Free,43.3,0.004,0.03,0.0,0,0.0,0,N/A,N/A,2025-04
APP_007066,Subscription,1627782.73,1.429,7.68,3.04,0,0.0,18320,Standard,N/A,2023-12
APP_073572,Free,187.35,0.0048,0.05,0.0,0,0.0,0,N/A,N/A,2025-10
APP_067651,Freemium,9360.68,0.4195,1.47,5.56,3931,795.66,0,N/A,Gems,2025-10
APP_033792,Freemium,13769.72,0.0614,0.62,1.23,44337,4574.28,0,N/A,Themes,2025-10
APP_057172,Freemium,704.34,0.3321,3.83,13.08,215,110.93,0,N/A,Themes,2026-04
APP_091062,Free,4689.39,0.0045,0.04,0.0,0,0.0,0,N/A,N/A,2023-11
APP_055809,Subscription,15029.63,0.7194,6.98,0.74,0,0.0,456,Enterprise,N/A,2026-01
APP_024208,Freemium,63730953.24,0.2558,2.08,6.54,5059619,1042245.41,0,N/A,Premium Unlock,2023-09
APP_081317,Freemium,376.22,0.2535,2.94,12.09,95,67.45,0,N/A,Gems,2025-05
APP_017372,Free with Ads,1035.9,0.0071,0.04,0.0,70090,321.62,0,N/A,N/A,2026-03
APP_016699,Paid,408946.64,3.8665,41.02,0.0,0,0.0,0,N/A,N/A,2023-06
APP_051671,Subscription,78333.55,0.8319,6.21,14.01,0,0.0,2809,Premium,N/A,2026-02
