app_id,country,region_installs,avg_session_duration_minutes,avg_rating,revenue_usd,active_users,daus,maus,language,quarter,year
APP_021447,Indonesia,5823,13.1,3.2,899439.49,12280,2658,21062,hi,Q2,2025
APP_056763,Australia,713,9.97,2.7,990788.57,263,22,775,ar,Q4,2026
APP_067902,Brazil,10,8.98,3.7,829358.08,5,1,10,th,Q1,2024
APP_039316,Germany,3793,10.7,2.8,533264.33,2549,402,428,zh,Q3,2025
APP_094539,India,1336,22.37,3.4,521703.79,1056,110,1238,pt,Q4,2024
APP_037404,Bangladesh,3144,13.53,2.7,24393.89,1444,514,4774,ar,Q3,2026
APP_015460,Canada,64,16.97,4.3,532968.35,41,4,69,pt,Q3,2025
APP_004731,Germany,564,11.74,2.8,803766.44,82,51,459,de,Q3,2025
APP_025616,India,641,25.75,4.1,675160.9,309,237,275,en,Q4,2024
APP_067409,Thailand,5702,3.76,2.6,535950.18,5200,2632,31999,ja,Q1,2024
APP_015121,Brazil,624,66.04,2.6,198147.06,523,269,416,ko,Q2,2024
APP_033720,United States,2431,10.62,4.3,620890.37,2447,332,1878,tr,Q2,2025
APP_013926,Spain,20,22.71,1.0,89290.7,12,5,11,fr,Q2,2024
APP_020769,United States,365641,37.28,3.6,988233.32,97417,80895,180097,id,Q4,2025
APP_022568,India,34,11.49,4.6,39523.14,13,8,29,ar,Q1,2024
APP_049546,United Kingdom,1044,2.9,4.1,53812.76,407,338,65,id,Q2,2025
APP_038880,Indonesia,11,8.64,3.0,439067.3,5,2,11,id,Q3,2024
APP_026081,United States,36033,17.6,4.1,990666.0,8602,18525,18650,hi,Q4,2026
APP_007386,India,10,9.38,5.0,382062.22,5,1,10,de,Q2,2024
APP_024774,India,497,25.96,4.1,955956.18,41,93,296,id,Q4,2026
APP_031615,Thailand,1049,97.06,2.1,525177.4,654,457,1088,ja,Q4,2026
APP_038311,Brazil,64,15.12,4.8,585905.09,45,5,18,ja,Q3,2024
APP_071025,Brazil,179,22.77,4.1,210413.79,39,22,192,tr,Q1,2025
APP_028368,Indonesia,1031,25.46,3.5,911913.21,707,250,1080,de,Q1,2025
APP_051697,United States,208,36.74,4.5,322897.33,107,77,342,hi,Q3,2026
APP_027434,Canada,37214,49.19,3.7,651233.29,4022,10584,30753,id,Q2,2025
APP_014319,South Korea,23768,1.07,4.0,478068.43,11174,1971,2793,hi,Q4,2026
APP_041874,India,408,11.11,1.0,19404.85,102,11,133,zh,Q4,2025
APP_083854,India,3443,11.23,3.6,767322.82,1830,569,3303,th,Q3,2024
APP_069565,Kenya,12652,9.89,3.6,477530.88,6653,876,7490,pt,Q3,2026
APP_036669,United States,6723,6.09,3.2,997431.66,2365,743,6621,ja,Q1,2025
APP_020659,Japan,9115,6.73,4.7,526822.43,4241,473,9573,ar,Q2,2025
APP_096908,Brazil,1126,57.52,4.1,20916.14,585,252,1857,id,Q3,2024
APP_082987,United States,671,10.18,2.5,411277.22,374,9,704,ko,Q2,2025
APP_068591,India,21391,6.89,4.4,348972.11,18631,10197,57499,ja,Q4,2024
APP_027197,Germany,1346,48.94,3.0,607320.65,46,198,1547,pt,Q2,2024
APP_018354,United Kingdom,821602,33.62,4.6,993099.14,546588,17952,526926,en,Q2,2024
APP_054534,India,89,19.45,4.2,632082.95,15,11,55,th,Q3,2026
APP_067318,Germany,10,26.18,3.8,999479.3,5,1,10,ja,Q2,2024
APP_007471,United States,2645,43.38,3.5,859462.63,1631,439,4196,zh,Q2,2026
APP_007351,Turkey,471,16.02,3.8,979831.49,22,9,492,id,Q1,2024
APP_079956,Vietnam,52,21.59,3.6,427487.53,53,6,111,ar,Q1,2025
APP_035293,Brazil,9113,58.1,2.1,149921.63,3278,1918,9647,th,Q3,2025
APP_056977,India,74919,2.45,3.4,45206.59,30497,21803,68429,zh,Q2,2026
APP_044428,United States,6292,7.56,3.6,137679.45,755,5964,16138,es,Q2,2026
APP_064122,United States,162,45.5,2.8,155309.19,1119,80,825,pt,Q3,2025
APP_094322,Vietnam,322,22.74,2.9,987324.0,1101,181,1280,ar,Q4,2024
APP_013588,Saudi Arabia,1030,14.04,3.7,994344.3,690,145,963,ja,Q1,2026
APP_048449,Turkey,286,33.78,2.9,817956.25,113,202,81,es,Q3,2025
APP_076513,United States,5991,4.82,2.9,946801.52,620,1827,9330,ru,Q4,2026
APP_051297,Russia,9646,29.38,3.5,469056.21,601,1401,6820,fr,Q3,2026
APP_041360,India,93,10.29,3.5,275656.6,60,11,55,hi,Q4,2026
APP_014293,Turkey,32,3.18,3.9,786689.52,50,11,156,ko,Q3,2026
APP_058778,India,462,11.53,2.8,593684.65,476,39,979,en,Q1,2024
APP_073875,India,45,6.56,2.8,710486.66,81,4,38,ja,Q1,2025
APP_080535,India,940,8.56,2.0,28700.06,874,203,765,de,Q4,2025
APP_048658,United States,1134,5.15,2.1,583759.17,667,803,631,de,Q1,2026
APP_001423,South Africa,19,11.4,4.5,465838.86,59,15,151,ru,Q1,2024
APP_074123,India,10,7.33,4.8,689970.94,5,1,10,fr,Q2,2025
APP_086811,Indonesia,383,20.92,3.4,80476.38,2672,133,2765,ar,Q1,2026
APP_089578,Malaysia,53,2.53,4.9,567007.07,13,5,31,fr,Q3,2026
APP_013856,Indonesia,45,7.89,3.9,858523.58,89,35,201,hi,Q1,2025
APP_067822,Japan,136334,3.03,3.0,750749.72,8973,28571,219525,id,Q4,2026
APP_005534,United States,1099,11.76,3.5,304369.56,136,188,1021,hi,Q1,2026
APP_064331,Brazil,10,18.33,3.6,670045.97,5,1,10,fr,Q3,2024
APP_000945,Spain,1084,18.51,3.2,314963.61,151,411,107,de,Q2,2026
APP_058111,India,12,1.76,5.0,408744.46,7,2,14,es,Q2,2025
APP_034264,Indonesia,240,24.73,4.0,906898.66,24,30,182,hi,Q3,2026
APP_078024,India,1837,9.65,3.2,551654.75,88,289,978,pt,Q3,2024
APP_088026,United States,564,21.52,2.2,420751.02,187,118,578,id,Q4,2024
APP_088285,India,568,30.22,4.4,48524.73,130,109,361,ja,Q1,2025
APP_008351,Egypt,80,12.79,4.6,365793.59,34,135,302,th,Q4,2025
APP_075896,Russia,259307,12.99,3.5,275843.85,409310,66072,274931,tr,Q4,2026
APP_053183,Philippines,474,3.36,3.0,178685.87,157,40,468,vi,Q1,2024
APP_025544,Indonesia,106,10.61,4.9,31393.83,16,29,186,es,Q4,2024
APP_003808,South Africa,28,14.74,4.6,445430.44,36,5,31,ko,Q3,2024
APP_079508,Brazil,3597,8.84,2.6,618738.31,2560,984,3693,ko,Q4,2026
APP_011092,Japan,68,10.84,4.5,175751.85,39,3,67,tr,Q4,2025
APP_089718,United States,23425,22.45,3.7,861672.92,4543,5309,31677,hi,Q3,2024
APP_023841,Spain,190478,35.75,5.0,484284.6,16134,38430,121128,zh,Q2,2025
APP_066775,Turkey,917,18.27,3.4,975257.36,331,108,839,zh,Q3,2025
APP_066731,United States,23,4.43,5.0,388703.34,9,1,13,fr,Q1,2026
APP_098903,India,1650,10.49,5.0,988614.47,853,382,1561,vi,Q2,2025
APP_020561,Italy,60,14.12,3.1,162766.43,14,4,62,hi,Q1,2024
APP_098885,Indonesia,1122,7.87,4.3,692690.44,256,152,1238,hi,Q4,2026
APP_041852,India,1176354,12.46,4.6,364877.77,556382,223088,2237997,vi,Q1,2024
APP_081456,Germany,110879,4.42,4.4,745834.6,99293,41035,228097,pt,Q3,2024
APP_045436,India,255,9.22,3.2,954056.67,199,67,283,zh,Q2,2026
APP_003695,Canada,11,10.13,5.0,557270.59,7,4,19,pt,Q4,2025
APP_027949,United States,67,12.93,4.3,243055.65,223,464,1672,es,Q2,2024
APP_048141,United States,4458,20.9,3.0,127217.83,856,1314,10657,id,Q4,2025
APP_017832,Brazil,796,6.89,3.7,62237.52,3859,1963,17286,hi,Q1,2026
APP_081176,India,333,3.97,2.9,205425.55,56,84,300,hi,Q4,2026
APP_079102,South Korea,10373,6.3,4.1,236029.34,1422,198,4496,hi,Q4,2026
APP_078106,Mexico,109,8.26,4.7,570362.5,20,17,23,th,Q3,2025
APP_070222,United States,25018291,33.35,4.4,878287.09,16722971,34445,7641469,ru,Q4,2026
APP_082172,Indonesia,11670,34.37,4.0,412204.0,19046,1927,15593,hi,Q4,2025
APP_079701,France,655,6.87,4.5,362616.93,332,21,324,es,Q2,2026
APP_032024,United States,1155,24.09,1.8,917272.17,148,229,1885,ar,Q1,2026
APP_078525,South Africa,141,16.58,2.7,962154.05,45,18,55,zh,Q2,2024
APP_050752,India,625,6.09,2.5,359712.6,35,70,112,fr,Q2,2026
APP_009512,Turkey,259,10.54,5.0,373662.74,153,17,313,th,Q1,2024
APP_010915,Turkey,5372,3.12,3.9,969176.3,2352,21,2466,tr,Q4,2025
APP_008767,South Korea,5245,40.01,3.0,569494.26,3550,793,5411,hi,Q2,2026
APP_075000,India,5092,18.62,4.5,209434.96,2600,1038,2386,zh,Q2,2024
APP_029410,Indonesia,3322,14.2,2.7,432557.59,3878,535,7773,de,Q2,2024
APP_086537,United States,134,22.26,4.0,19768.11,110,28,92,ko,Q1,2025
APP_030727,India,71,5.92,2.1,359644.89,215,41,572,th,Q1,2025
APP_043796,Bangladesh,1491,1.3,3.6,423983.91,3874,202,4594,pt,Q3,2026
APP_069270,Pakistan,589,8.38,2.3,461368.03,456,211,358,th,Q4,2024
APP_054106,South Korea,349,14.92,2.9,42321.28,33,75,187,ru,Q3,2025
APP_026157,Vietnam,5275,11.39,4.3,459439.31,2245,1319,11638,es,Q1,2025
APP_072464,India,3434,8.18,4.0,713220.32,1633,14,773,fr,Q3,2025
APP_004209,India,479,5.95,2.5,432257.7,310,383,3829,vi,Q4,2024
APP_070770,Russia,682,12.7,3.2,430579.68,17,108,43,pt,Q4,2026
APP_099606,Indonesia,25,14.5,4.5,504609.14,88,32,268,pt,Q4,2026
APP_006135,Mexico,10,6.88,1.2,18801.49,5,1,10,zh,Q4,2025
APP_046457,United States,567728,16.57,3.6,357113.91,228270,21806,51035,ko,Q4,2026
APP_043866,Poland,47309,7.33,3.4,149630.55,3997,9118,27086,ru,Q2,2026
APP_016928,Japan,24,6.83,5.0,351556.76,13,4,40,ko,Q3,2025
APP_057985,Spain,156,8.13,5.0,21867.32,35,14,58,ar,Q2,2024
APP_047962,Brazil,1535,3.32,2.3,428770.74,2759,243,4966,es,Q2,2025
APP_078405,Vietnam,1083567,17.7,3.9,326156.8,192485,245494,807850,tr,Q4,2025
APP_056013,Germany,20,11.29,3.2,141525.31,6,2,11,ja,Q1,2026
APP_033077,Russia,374,18.42,3.4,209629.02,38,62,429,pt,Q3,2025
APP_049675,United States,2339,3.59,2.2,958694.77,561,297,553,ru,Q4,2026
APP_066123,Colombia,161,14.59,4.8,597085.44,48,36,52,ja,Q3,2025
APP_024283,Indonesia,587386,10.05,3.9,646903.35,237337,76421,507090,es,Q3,2026
APP_010821,United States,359,38.07,3.0,171853.61,41,7,44,de,Q2,2025
APP_022731,Thailand,4440,8.26,2.9,911182.33,1106,540,3689,th,Q3,2026
APP_050150,Turkey,850,3.43,3.6,360444.42,253,19,660,ko,Q4,2024
APP_052949,India,1942438,9.73,5.0,522965.84,814991,310889,2575830,en,Q4,2026
APP_039583,Turkey,4713,8.58,3.8,867652.05,135,404,1080,pt,Q1,2024
APP_096626,United Kingdom,29,26.94,3.1,569907.75,12,1,14,de,Q2,2026
APP_006249,United States,221,5.22,4.0,999128.98,105,68,563,hi,Q3,2024
APP_047261,India,4346,12.0,4.1,229370.85,26352,17017,51313,id,Q4,2024
APP_001621,India,4375,65.66,3.2,345403.28,1082,115,268,fr,Q3,2024
APP_050326,Philippines,1980,4.03,4.6,888127.21,447,299,560,vi,Q4,2024
APP_036996,Turkey,11,9.8,5.0,519823.76,7,1,15,id,Q3,2024
APP_055400,South Korea,523992,14.6,4.0,693949.1,463571,180121,792725,ru,Q3,2024
APP_051735,Brazil,147,29.86,4.0,748625.07,496,275,1385,de,Q1,2026
APP_061733,United States,46,19.32,4.0,668079.48,380,154,606,ar,Q3,2024
APP_094210,Germany,55184,7.89,4.0,440914.45,37753,14653,72692,hi,Q1,2024
APP_076366,India,86811,18.13,5.0,201677.83,11337,11356,82790,fr,Q1,2026
APP_068737,India,21,11.4,3.3,402900.02,7,4,18,ja,Q4,2026
APP_070269,Pakistan,326,21.6,2.4,720268.31,252,16,278,ko,Q3,2026
APP_036769,India,3872,2.41,3.4,780021.46,1315,36,1778,zh,Q2,2024
APP_086135,Brazil,227,11.23,3.0,777154.72,403,116,1234,ja,Q2,2025
APP_039083,Canada,10024,2.65,4.4,113808.63,1993,277,33684,ar,Q1,2026
APP_095374,Vietnam,222,13.54,4.9,545696.24,27,36,261,th,Q1,2024
APP_065690,India,14632,6.81,3.2,728680.8,1028,2267,6433,pt,Q4,2025
APP_040690,Germany,10,18.83,3.0,448799.36,5,1,10,es,Q1,2025
APP_087177,Kenya,11,11.09,3.2,788978.06,5,1,10,ru,Q1,2025
APP_019437,United States,34,14.13,4.3,72230.05,10,4,13,pt,Q3,2026
APP_092251,United States,71601,20.54,3.9,444689.18,7183,13795,75350,tr,Q1,2024
APP_009737,Indonesia,129,30.31,3.2,430146.51,43,19,142,zh,Q4,2024
APP_097291,India,3359,14.86,4.9,133757.22,242,735,2532,zh,Q3,2024
APP_004825,Australia,16108,11.27,3.4,578047.54,8363,1380,17569,th,Q2,2024
APP_074908,Turkey,45,36.91,3.1,757291.41,11,19,70,zh,Q2,2025
APP_068398,Nigeria,307,13.29,2.5,817565.66,138,33,304,pt,Q4,2024
APP_001067,India,93,6.42,1.9,434795.5,27,25,33,ja,Q4,2026
APP_087673,Vietnam,187,116.96,4.0,29047.59,106,49,327,vi,Q4,2025
APP_003518,Argentina,78038,3.41,3.9,265433.09,3828,40633,146722,zh,Q2,2026
APP_062992,Canada,2767,1.7,2.3,307816.77,4889,1370,1390,ar,Q2,2024
APP_065779,Argentina,348755,45.65,3.1,434892.62,256934,17449,221422,pt,Q1,2026
APP_033446,Canada,336,28.63,4.6,198807.0,124,24,85,en,Q4,2026
APP_004725,South Korea,124,6.96,4.4,28038.66,60,34,71,ko,Q2,2025
APP_063512,United States,768,42.69,5.0,453623.38,71,125,793,es,Q3,2026
APP_076119,India,187,19.19,3.3,841356.66,55,25,12,hi,Q4,2025
APP_088239,Russia,586,5.69,4.0,883283.18,407,37,973,de,Q3,2025
APP_079573,India,415,23.6,4.0,964073.16,92,175,1367,ko,Q3,2024
APP_058987,Saudi Arabia,79,18.38,5.0,150007.85,10,11,30,vi,Q3,2026
APP_002154,Indonesia,68,15.35,4.0,737581.5,12,1,53,en,Q2,2024
APP_056008,Russia,209431,19.65,3.4,733012.88,83964,12604,216099,hi,Q4,2025
APP_036083,South Africa,30,14.47,3.2,173618.56,12,6,19,fr,Q2,2025
APP_037047,Japan,11920,36.65,2.9,484056.16,6147,3760,13710,de,Q3,2024
APP_024132,United States,414,27.23,5.0,500168.86,192,2,17,vi,Q1,2026
APP_073911,India,10,25.37,2.7,274306.55,8,7,42,th,Q1,2025
APP_009172,Turkey,15893,17.71,2.8,953753.84,8278,541,9025,de,Q1,2025
APP_055001,United Kingdom,166,6.77,2.7,699228.55,33,36,81,vi,Q1,2024
APP_069163,South Korea,18623,27.19,4.3,601319.1,5420,6057,33519,vi,Q2,2025
APP_002391,Philippines,1185,11.86,3.3,722726.59,66,113,370,ar,Q1,2025
APP_098904,India,13424,21.53,4.9,962911.96,83464,28279,125885,zh,Q2,2024
APP_017972,Brazil,26,13.65,3.8,805373.88,12,4,10,de,Q2,2026
APP_044596,Brazil,122740,3.14,3.3,687774.13,20939,9340,28070,hi,Q4,2024
APP_066647,Indonesia,10,14.88,4.5,202467.19,5,1,10,fr,Q2,2026
APP_080198,Canada,368,5.13,3.7,490205.67,113,284,404,vi,Q4,2025
APP_060591,India,604,2.54,2.3,451011.99,236,144,599,pt,Q4,2024
APP_052611,Peru,536,8.8,4.6,680286.67,72,138,576,ru,Q4,2024
APP_057207,United States,5618,10.5,4.2,877620.8,2378,1107,3425,ko,Q4,2026
APP_094888,South Korea,1562,10.08,4.3,530627.4,2134,484,425,fr,Q1,2025
APP_034362,Netherlands,723474,13.07,3.9,951937.12,177310,178661,630945,pt,Q3,2025
APP_040879,South Korea,253,21.86,3.6,35317.06,130,71,429,hi,Q4,2024
APP_033841,South Africa,414,13.01,3.7,460977.24,124,2,286,th,Q3,2024
APP_074588,Philippines,22,6.49,3.3,888742.64,12,1,21,pt,Q1,2024
APP_082666,Philippines,29,5.02,2.8,475785.62,741,295,1132,ko,Q4,2024
APP_009973,France,1892,8.86,3.0,637617.06,4521,897,5293,fr,Q1,2024
APP_031845,Japan,1640,7.64,4.8,147642.73,807,134,1141,th,Q4,2024
APP_011191,India,27,15.7,3.0,687569.29,50,1,128,tr,Q3,2025
APP_095228,India,735,10.99,3.0,846447.38,10,141,17,ar,Q1,2025
APP_009106,Singapore,209,36.4,2.5,858267.99,10,40,156,ja,Q3,2026
APP_058977,United States,1329,28.11,2.9,933195.78,13,318,1117,hi,Q4,2024
APP_056952,India,1137,11.84,3.9,543325.16,277,103,1327,de,Q1,2024
APP_090379,India,36465129,15.72,3.6,579089.36,9439382,210806,9217680,th,Q3,2024
APP_043727,Kenya,120800,6.84,3.0,273699.87,177561,48355,25330,id,Q1,2026
APP_044333,Indonesia,44,48.52,4.4,947898.29,108,85,819,id,Q4,2024
APP_052936,Germany,24,13.82,3.3,41268.09,18,1,21,th,Q3,2025
APP_041490,Brazil,64,4.57,2.9,472486.13,77,19,86,en,Q2,2026
APP_010116,India,1496,13.61,5.0,921385.97,794,63,1535,ja,Q3,2026
APP_005256,South Korea,10,6.4,3.3,493505.95,5,1,10,zh,Q2,2024
APP_013883,United States,113,4.52,2.8,79134.38,80,10,38,id,Q2,2026
APP_051645,India,717,4.08,3.1,420915.29,1029,194,825,ar,Q3,2024
APP_065929,United States,91,35.2,3.7,211107.81,41,3,63,hi,Q2,2026
APP_018092,Mexico,16532,12.28,3.5,113080.9,3624,227,21515,tr,Q4,2026
APP_003808,Indonesia,59,21.68,5.0,109225.62,7,8,34,es,Q4,2024
APP_083656,United States,412,8.77,4.5,254218.85,197,82,433,id,Q4,2024
APP_080140,United States,676,34.89,3.1,146295.25,634,234,138,es,Q3,2025
APP_038154,India,11,28.97,1.1,751990.57,56,14,59,ru,Q3,2024
APP_044566,India,275,12.67,3.4,678464.14,490,3,403,ko,Q3,2025
APP_039346,Malaysia,83,5.82,3.8,455511.18,26,33,186,ru,Q4,2025
APP_094462,India,57891,21.68,3.8,71018.42,7374,2609,38278,id,Q2,2024
APP_056387,Colombia,9913,2.24,4.2,761782.74,3204,2392,2258,ja,Q1,2026
APP_084367,United States,6668,61.67,3.4,70414.34,1187,357,2381,pt,Q3,2024
APP_087175,Indonesia,37186,33.84,2.9,279401.25,22119,135,31065,de,Q3,2025
APP_024647,Australia,11,19.11,3.6,427879.35,5,1,11,ar,Q4,2025
APP_008234,Italy,10206,20.47,4.6,160076.78,5315,796,3716,en,Q3,2025
APP_060020,South Korea,52,17.15,2.5,927150.69,8,2,37,th,Q1,2026
APP_075485,Australia,16457,8.44,4.6,192040.99,7413,1329,11765,ar,Q3,2026
APP_045565,Japan,482,24.05,3.0,223142.1,162,79,399,id,Q2,2025
APP_026023,United Kingdom,1539,21.66,4.2,154831.47,616,115,28,fr,Q2,2025
APP_008708,United States,276,157.1,4.4,794743.31,46,376,615,tr,Q3,2024
APP_063224,Turkey,3592,6.53,4.6,301419.85,787,1015,5687,id,Q1,2026
APP_043338,India,1850,18.11,5.0,382543.34,576,30,117,pt,Q1,2026
APP_066045,Argentina,14274,45.07,3.6,189089.3,6547,548,3632,ru,Q2,2024
APP_028140,Japan,37,39.47,2.5,30918.12,17,3,24,pt,Q4,2026
APP_011608,France,368,11.21,1.8,30781.96,71,21,263,id,Q4,2026
APP_068844,United States,5583,23.42,3.8,82268.01,1951,1750,4210,de,Q2,2024
APP_035091,Brazil,87,11.71,3.4,39173.03,23,1,28,es,Q1,2026
APP_092431,Russia,61,13.24,5.0,578753.74,13,21,97,id,Q2,2026
APP_051334,United States,69,13.31,3.4,573469.82,22,45,304,vi,Q3,2026
APP_041203,Malaysia,20,8.89,2.5,587016.08,5,1,33,ar,Q3,2024
